variant,qid,category,latency_s,f1_token,rouge_l,cit_p,cit_r,cit_f1,refusal,pred_answer
P1_role_only,RQ-019,procedure,3.7063515670015477,0.31128404669260706,0.34488257465932154,0.0,0.0,0.0,False,"Dựa trên Khoản 5 Điều 62 Luật Trật tự, an toàn giao thông đường bộ 2024, Giấy phép lái xe bị thu hồi khi thuộc một trong các trường hợp sau đây:

1. Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe.
2. Giấy phép lái xe được cấp sai quy định.
3. Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết thời hiệu thi hành quyết định xử phạt vi phạm hành chính theo quy định của pháp luật về xử lý vi phạm hành chính n"
P1_role_only,RQ-020,procedure,4.19452673199703,0.17142857142857143,0.1417505809450039,0.0,0.0,0.0,False,"Dựa trên các văn bản được cung cấp, quy định về việc đăng ký xe được nêu tại Điều 3 Thông tư 79/2024/TT-BCA như sau:

*   **Khoản 1 Điều 3** quy định: ""Xe cơ giới, xe máy chuyên dùng (sau đây viết gọn là xe) có nguồn gốc hợp pháp, bảo đảm tiêu chuẩn chất lượng an toàn kỹ thuật và bảo vệ môi trường thì được đăng ký, cấp biển số xe theo quy định tại Thông tư này.""

Thông tư 79/2024/TT-BCA quy định về trình tự, thủ tục cấp, thu hồi chứng nhận đăng ký xe, biển số xe cơ giới, xe máy chuyên dùng. Tuy "
P1_role_only,RQ-021,out_of_scope,2.5784024400054477,0.21739130434782608,0.09355828220858894,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin nào hướng dẫn về cách nấu món phở bò Nam Định. Các văn bản này chỉ quy định về thủ tục kiểm định khí thải xe máy, Luật Trật tự ATGT đường bộ, Luật Đường bộ, kinh doanh vận tải bằng xe ô tô và quy định về đăng ký xe."
P1_role_only,RQ-022,out_of_scope,1.919495885987999,0.3934426229508197,0.30314743235781333,1.0,1.0,1.0,False,"Dựa trên các nguồn ngữ cảnh được cung cấp, không có thông tin nào liên quan đến dự báo thời tiết tại Hà Nội. Do đó, tôi không thể trả lời câu hỏi của bạn."
P1_role_only,RQ-023,out_of_scope,1.5736916190071497,0.5915492957746479,0.585693710993759,1.0,1.0,1.0,False,"Chào bạn, tôi là Trợ lý Pháp lý Giao thông Việt Nam. Tôi luôn sẵn sàng hỗ trợ bạn các thông tin liên quan đến tiêu chuẩn sức khỏe lái xe theo quy định hiện hành. Rất cảm ơn bạn đã hỏi thăm!"
P1_role_only,RQ-024,out_of_scope,3.2971949779894203,0.08200455580865602,0.05923898649245167,0.0,0.0,0.0,False,"Dựa trên các nguồn dữ liệu được cung cấp, các quy định liên quan đến thừa kế trong lĩnh vực giao thông đường bộ được thể hiện như sau:

1. **Đối với biển số xe trúng đấu giá:**
   - Người trúng đấu giá biển số xe có quyền để thừa kế xe gắn với biển số xe trúng đấu giá (Khoản 1 Điều 38 Luật Trật tự ATGT đường bộ 2024).
   - Trong thời hạn 30 ngày kể từ ngày có thông báo kết quả trúng đấu giá mà chưa được cấp quyết định xác nhận biển số xe trúng đấu giá, nếu người trúng đấu giá chết thì kết quả tr"
P1_role_only,RQ-025,out_of_scope,6.479174152002088,0.2105263157894737,0.13868889730958694,1.0,1.0,1.0,False,"Dựa trên các nguồn tài liệu được cung cấp, không có thông tin nào đề cập đến chính sách giá xăng hiện nay. Các văn bản chỉ quy định về tiêu chuẩn nhiên liệu sử dụng trong thử nghiệm khí thải (như xăng không chì, xăng E5, E10, nhiên liệu chuẩn) và các yêu cầu kỹ thuật liên quan đến khí thải đối với xe cơ giới, xe máy chuyên dùng."
P2_full_rules,RQ-001,simple_penalty,1.5917648330068914,0.07272727272727272,0.0328133405056482,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-002,simple_penalty,2.0936521959956735,0.7972027972027973,0.5632102272727272,0.03125,1.0,0.06060606060606061,False,"Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng và bị trừ 06 điểm giấy phép lái xe đối với hành vi điều khiển xe ô tô trên đường mà trong máu hoặc hơi thở có nồng độ cồn nhưng chưa vượt quá 50 miligam/100 mililít máu hoặc chưa vượt quá 0,25 miligam/1 lít khí thở [Điều 6, Khoản 6, Điểm c — NĐ 168/2024/NĐ-CP] [Điều 6, Khoản 16, Điểm c — NĐ 168/2024/NĐ-CP]."
P2_full_rules,RQ-003,simple_penalty,7.159263146997546,0.2557377049180327,0.2949783013019219,0.029411764705882353,1.0,0.05714285714285715,True,"1. Đối với người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự xe gắn máy: Không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách khi điều khiển xe tham gia giao thông trên đường bộ [Điều 7, Khoản 2, Điểm h — NĐ 168/2024/NĐ-CP]. (Thông tin về mức phạt tiền cụ thể cho hành vi này không có trong tài liệu được cung cấp).

2. Đối với người được chở trên xe mô tô, xe gắn máy, các loại x"
P2_full_rules,RQ-004,simple_penalty,2.285328614001628,0.0,0.0,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-005,simple_penalty,2.230131568998331,0.3493975903614458,0.29437683592110786,0.09090909090909091,1.0,0.16666666666666669,True,"1. Đối với người điều khiển xe ô tô và các loại xe tương tự xe ô tô: Phạt tiền từ 400.000 đồng đến 600.000 đồng [Điều 6, Khoản 1, Điểm đ — NĐ 168/2024/NĐ-CP].

2. Đối với người điều khiển xe mô tô, xe gắn máy và các loại xe tương tự: Phạt tiền từ 400.000 đồng đến 600.000 đồng [Điều 7, Khoản 1, Điểm i — NĐ 168/2024/NĐ-CP] [Điều 7, Khoản 2 — NĐ 168/2024/NĐ-CP].

Thông tin về số điểm trừ giấy phép lái xe đối với hành vi này không có trong tài liệu được cung cấp."
P2_full_rules,RQ-006,multi_intent,3.115150840007118,0.032786885245901634,0.029397590361445784,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-007,multi_intent,2.909395027993014,0.24199288256227755,0.1935483870967742,0.10526315789473684,1.0,0.1904761904761905,True,"1. Phạt tiền từ 200.000 đồng đến 400.000 đồng đối với người điều khiển xe mô tô, xe gắn máy chở người ngồi trên xe không đội “mũ bảo hiểm cho người đi mô tô, xe máy” hoặc đội “mũ bảo hiểm cho người đi mô tô, xe máy” không cài quai đúng quy cách, trừ trường hợp chở người bệnh đi cấp cứu, trẻ em dưới 06 tuổi, áp giải người có hành vi vi phạm pháp luật [Điều 7, Khoản 2, Điểm i — NĐ 168/2024/NĐ-CP].

2. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với người được chở trên xe mô tô, xe gắn máy không"
P2_full_rules,RQ-008,multi_intent,2.2024737500032643,0.3109243697478992,0.25626406601650414,0.0,0.0,0.0,False,"1. Giấy phép lái xe hạng B1 cấp cho người lái xe mô tô ba bánh và các loại xe quy định cho giấy phép lái xe hạng A1 [Điều 57, Khoản 1, Điểm c — Luật Trật tự ATGT đường bộ 2024].

2. Giấy phép lái xe hạng B1 và B2 được cấp trước ngày Luật Trật tự ATGT đường bộ 2024 có hiệu lực thi hành được đổi, cấp lại sang giấy phép lái xe hạng B hoặc hạng C1 [Điều 89, Khoản 3, Điểm e — Luật Trật tự ATGT đường bộ 2024].

3. Giấy phép lái xe hạng B1 số tự động được đổi, cấp lại sang giấy phép lái xe hạng B với đ"
P2_full_rules,RQ-009,multi_intent,3.0066272120020585,0.3380281690140845,0.31562607795791653,0.0,0.0,0.0,False,"1. Người đủ 16 tuổi trở lên được điều khiển xe gắn máy [Điều 59, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024 (Nguồn 1)].

2. Người đủ 18 tuổi trở lên được cấp giấy phép lái xe hạng A1 để điều khiển xe mô tô hai bánh có dung tích xi-lanh đến 125 cm hoặc có công suất động cơ điện đến 11 kW [Điều 59, Khoản 1, Điểm b — Luật Trật tự ATGT đường bộ 2024 (Nguồn 1)] [Điều 57, Khoản 1, Điểm a — Luật Trật tự ATGT đường bộ 2024 (Nguồn 4)].

3. Người đủ 18 tuổi trở lên được cấp giấy phép lái xe hạng A "
P2_full_rules,RQ-010,multi_intent,3.902314111008309,0.13245033112582782,0.10688360450563204,0.0,0.0,0.0,True,"Dựa trên các tài liệu được cung cấp, các trường hợp liên quan đến việc tịch thu phương tiện được quy định như sau:

1. Tịch thu phương tiện đối với người điều khiển xe ô tô (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được kéo theo), xe chở người bốn bánh có gắn động cơ, xe chở hàng bốn bánh có gắn động cơ và các loại xe tương tự xe ô tô khi:
   - Điều khiển xe quá niên hạn sử dụng tham gia giao thông (trừ trường hợp quy định tại điểm c khoản 5 Điều 13) [Điều 13, Khoản 9, Điểm a — NĐ 168/2024/NĐ-CP].
"
P2_full_rules,RQ-011,cross_reference,36.87647747599112,0.03773584905660377,0.03413542249580302,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-012,cross_reference,2.407047208005679,0.03333333333333333,0.029916625796959292,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-013,cross_reference,1.2404354730097111,0.1276595744680851,0.038828771483131755,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-014,cross_reference,1.906141525003477,0.12244897959183672,0.11138161898965307,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-015,cross_reference,3.0915828849974787,0.4799999999999999,0.4256432621020498,0.25,1.0,0.4,False,"Khoản 2 Điều 48 Nghị định 168/2024/NĐ-CP nhắc đến việc tạm giữ phương tiện theo quy định tại Luật Xử lý vi phạm hành chính [Điều 48, Khoản 2 — NĐ 168/2024/NĐ-CP]."
P2_full_rules,RQ-016,procedure,3.3977740359987365,0.4666666666666668,0.46304434678385936,0.0,0.0,0.0,False,"Thời hạn đăng kiểm định kỳ đối với ô tô chở người đến 08 chỗ (không kể chỗ của người lái xe) không kinh doanh vận tải được quy định như sau:

1. Đối với xe có thời gian sản xuất đến 07 năm: Chu kỳ định kỳ là 24 tháng [Điều 35, Khoản 2 — Thông tư 47/2024/TT-BGTVT (47/2024/TT-BGTVT)].

2. Đối với xe có thời gian sản xuất trên 07 năm đến 20 năm: Chu kỳ định kỳ là 12 tháng [Điều 35, Khoản 2 — Thông tư 47/2024/TT-BGTVT (47/2024/TT-BGTVT)].

3. Đối với xe có thời gian sản xuất trên 20 năm: Chu kỳ định"
P2_full_rules,RQ-017,procedure,4.048558742011664,0.17142857142857143,0.1777044086230336,0.125,1.0,0.2222222222222222,False,"Thủ tục phục hồi điểm giấy phép lái xe được quy định tùy theo từng trường hợp cụ thể như sau:

1. Đối với trường hợp giấy phép lái xe chưa bị trừ hết điểm và không bị trừ điểm trong thời hạn 12 tháng kể từ ngày bị trừ điểm gần nhất:
a) Khi đủ thời hạn 12 tháng, dữ liệu điểm giấy phép lái xe sẽ được tự động phục hồi đủ 12 điểm (bao gồm cả trường hợp giấy phép lái xe đang trong thời hạn bị tước quyền sử dụng) và cập nhật tự động trong Cơ sở dữ liệu về xử lý vi phạm hành chính về trật tự, an toàn g"
P2_full_rules,RQ-018,procedure,2.0112754099973245,0.05,0.046247156937073534,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-019,procedure,3.8961811589979334,0.26086956521739135,0.2916456970306996,0.047619047619047616,1.0,0.0909090909090909,False,"Các trường hợp dẫn đến bị thu hồi Giấy phép lái xe theo quy định bao gồm:

1. Người được cấp giấy phép lái xe không đủ điều kiện sức khỏe theo kết luận của cơ sở khám bệnh, chữa bệnh đối với từng hạng giấy phép lái xe [Điều 62, Khoản 5, Điểm a — Luật Trật tự, an toàn giao thông đường bộ 2024 (36/2024/QH15)].

2. Giấy phép lái xe được cấp sai quy định [Điều 62, Khoản 5, Điểm b — Luật Trật tự, an toàn giao thông đường bộ 2024 (36/2024/QH15)].

3. Giấy phép lái xe đã quá thời hạn tạm giữ hoặc hết t"
P2_full_rules,RQ-020,procedure,8.369830703988555,0.04878048780487805,0.045018450184501846,0.0,0.0,0.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-021,out_of_scope,5.380104859010316,0.15384615384615383,0.0950896336710834,1.0,1.0,1.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-022,out_of_scope,2.0523889559990494,0.3243243243243243,0.15111478117258464,1.0,1.0,1.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-023,out_of_scope,2.0630221699975664,0.05128205128205127,0.0475448168355417,1.0,1.0,1.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-024,out_of_scope,1.5745609480072744,0.046511627906976744,0.042747021723896286,1.0,1.0,1.0,True,Thông tin này không có trong tài liệu được cung cấp.
P2_full_rules,RQ-025,out_of_scope,7.963118257001042,0.1142857142857143,0.10711150131694469,1.0,1.0,1.0,True,Thông tin này không có trong tài liệu được cung cấp.
